time [yyyy_doy],time [yyyy-mm-dd],global [Gt],uncertainty_global [Gt],301 [Gt],uncertainty_301 [Gt],302 [Gt],uncertainty_302 [Gt],303 [Gt],uncertainty_303 [Gt],304 [Gt],uncertainty_304 [Gt],305 [Gt],uncertainty_305 [Gt],306 [Gt],uncertainty_306 [Gt],307 [Gt],uncertainty_307 [Gt],308 [Gt],uncertainty_308 [Gt],309 [Gt],uncertainty_309 [Gt],310 [Gt],uncertainty_310 [Gt],311 [Gt],uncertainty_311 [Gt],312 [Gt],uncertainty_312 [Gt],313 [Gt],uncertainty_313 [Gt],314 [Gt],uncertainty_314 [Gt],315 [Gt],uncertainty_315 [Gt],316 [Gt],uncertainty_316 [Gt],317 [Gt],uncertainty_317 [Gt],318 [Gt],uncertainty_318 [Gt],319 [Gt],uncertainty_319 [Gt],320 [Gt],uncertainty_320 [Gt],321 [Gt],uncertainty_321 [Gt],322 [Gt],uncertainty_322 [Gt],323 [Gt],uncertainty_323 [Gt],324 [Gt],uncertainty_324 [Gt],325 [Gt],uncertainty_325 [Gt]
2002_108,2002-04-18,783.5572,39.7671,-185.5918,8.0361,21.7319,3.9759,-92.8456,8.0322,-18.4564,5.4324,-81.2985,6.9977,-63.9005,7.9426,-97.466,8.1312,-116.6008,9.0366,-23.8933,6.4425,20.054,10.0175,-53.7384,9.187,128.2533,10.3563,-36.1566,8.9123,38.4314,5.8446,-9.9794,4.9289,-2.4548,6.373,11.3137,4.5306,-91.537,4.2031,-146.5808,5.4707,343.3762,8.9105,501.1376,9.5865,320.3101,10.6224,165.0327,10.5266,32.8292,8.2482,221.5869,10.2016
2002_129,2002-05-09,1024.7474,39.6618,-143.0508,8.0148,13.9175,3.9653,-61.2555,8.0109,-13.2401,5.418,-70.6948,6.9791,-53.3779,7.9216,-91.215,8.1097,-107.0281,9.0127,-26.6058,6.4254,30.634,9.991,-45.4892,9.1626,139.9907,10.3289,-52.1983,8.8887,45.7821,5.8291,-17.3091,4.9159,14.4955,6.3562,20.0315,4.5186,-88.7263,4.192,-146.3706,5.4562,375.7766,8.8869,514.7867,9.5612,274.9547,10.5943,216.3137,10.4987,44.8329,8.2264,249.7929,10.1746
2002_228,2002-08-16,928.5683,32.0782,-150.1679,6.4823,30.426,3.2071,-84.9035,6.4792,-19.0654,4.382,-45.7729,5.6447,-45.5895,6.407,-87.8541,6.5591,-121.866,7.2894,-19.2826,5.1969,11.139,8.0807,-17.6293,7.4107,135.4355,8.354,-17.9914,7.1891,34.6103,4.7145,-24.7371,3.9759,5.9989,5.1408,16.8646,3.6547,-74.8539,3.3905,-134.7152,4.413,348.4209,7.1877,482.8047,7.733,285.8051,8.5686,184.8797,8.4913,29.9275,6.6535,206.6849,8.2291
2002_258,2002-09-15,1045.5888,40.1956,-170.5825,8.1227,35.6658,4.0187,-74.479,8.1187,-21.7441,5.4909,-32.0139,7.0731,-53.1359,8.0282,-88.1752,8.2189,-119.456,9.134,-17.5212,6.5119,19.8754,10.1255,-35.3269,9.286,132.6822,10.4679,-5.1406,9.0083,35.6285,5.9075,-13.9332,4.982,11.1576,6.4417,19.1964,4.5795,-61.6452,4.2484,-126.2144,5.5297,379.3147,9.0065,491.4216,9.6898,312.8551,10.7369,184.7593,10.64,36.7605,8.3371,205.64,10.3115
2002_289,2002-10-16,1208.1679,29.4714,-153.6786,5.9555,36.2826,2.9465,-40.3099,5.9527,-10.9531,4.0259,-46.8552,5.186,-37.6079,5.8863,-98.1817,6.0261,-87.3465,6.697,-11.2427,4.7745,6.6589,7.424,-43.8296,6.8085,149.4659,7.6751,-20.2192,6.6049,47.6434,4.3314,-6.5599,3.6528,12.7063,4.7231,26.9005,3.3577,-58.4594,3.1149,-113.537,4.0544,384.362,6.6036,504.1893,7.1046,282.7808,7.8723,211.0457,7.8013,54.4778,6.1128,220.4352,7.5604
2002_320,2002-11-16,955.7417,30.7084,-158.8613,6.2055,28.9704,3.0702,-68.4632,6.2025,-19.3224,4.1949,-72.0287,5.4036,-38.5798,6.1333,-121.8543,6.279,-74.0677,6.9781,-11.9322,4.9749,-7.2327,7.7356,-37.4549,7.0942,141.9095,7.9972,-61.3053,6.8821,34.6662,4.5132,-5.9832,3.8061,-1.6859,4.9213,25.3853,3.4986,-50.5837,3.2457,-121.9373,4.2245,378.1267,6.8807,486.088,7.4028,272.9331,8.2027,198.7677,8.1287,38.608,6.3693,201.5794,7.8777
2002_350,2002-12-16,793.4253,39.2568,-181.5137,7.933,36.4864,3.9248,-79.6876,7.9291,-33.9298,5.3627,-55.1928,6.9079,-53.8117,7.8407,-96.9658,8.0269,-105.9599,8.9207,-16.7181,6.3598,1.2994,9.889,-52.7686,9.0691,115.5184,10.2234,-40.1174,8.7979,26.7116,5.7696,-8.3125,4.8657,1.9419,6.2913,30.6428,4.4725,-50.5504,4.1492,-104.106,5.4005,341.2822,8.7962,467.2275,9.4635,289.8735,10.4861,151.9065,10.3915,35.4568,8.1424,174.7126,10.0707
2003_016,2003-01-16,601.2786,49.5939,-190.568,10.0219,27.4745,4.9583,-98.8881,10.017,-33.2929,6.7748,-34.4137,8.7269,-72.1475,9.9053,-103.735,10.1405,-81.1074,11.2696,-17.8184,8.0345,-52.0271,12.493,-64.5222,11.4571,102.4014,12.9155,-46.307,11.1146,43.1351,7.2888,-10.973,6.1469,-13.2589,7.9479,25.8011,5.6502,-53.9815,5.2417,-115.4743,6.8226,338.8527,11.1124,427.0148,11.9555,307.1138,13.2473,140.2585,13.1278,6.4241,10.2864,171.3175,12.7225
2003_046,2003-02-15,762.0696,35.907,-173.0985,7.256,32.3109,3.5899,-89.5918,7.2525,-25.7976,4.9051,-52.913,6.3184,-50.8256,7.1717,-111.2109,7.3419,-120.5365,8.1594,-34.6721,5.8171,17.7962,9.0451,-49.3278,8.2952,115.7835,9.3511,-46.4657,8.0472,54.5556,5.2772,-1.6392,4.4505,-1.7923,5.7544,26.0551,4.0909,-58.2622,3.7951,-91.4942,4.9397,334.3188,8.0456,415.7099,8.656,303.8446,9.5913,153.9314,9.5048,23.4426,7.4476,191.9484,9.2113
2003_075,2003-03-16,661.7075,30.7598,-166.758,6.2159,23.9984,3.0753,-79.2541,6.2129,-13.8179,4.2019,-87.8511,5.4127,-59.2293,6.1436,-117.5056,6.2895,-110.2217,6.9898,-29.7591,4.9833,3.9307,7.7486,-45.3812,7.1061,111.2668,8.0106,-69.9476,6.8936,40.851,4.5208,-3.9862,3.8125,-6.5694,4.9295,15.3926,3.5044,-52.5904,3.2511,-104.1884,4.2316,334.7156,6.8923,435.8058,7.4152,298.9075,8.2164,156.1591,8.1423,26.0895,6.38,161.6504,7.8909
2003_106,2003-04-16,914.4181,29.5106,-162.0161,5.9635,28.449,2.9504,-40.0504,5.9606,-25.4042,4.0313,-71.5326,5.1929,-65.2852,5.8941,-95.4659,6.0341,-113.9935,6.7059,-21.1864,4.7809,3.4598,7.4339,-25.7821,6.8175,135.7825,7.6853,-53.9742,6.6137,32.7095,4.3372,-15.8877,3.6577,14.0423,4.7293,20.0219,3.3621,-33.8816,3.1191,-98.7083,4.0597,360.01,6.6124,452.607,7.114,305.868,7.8827,165.0795,7.8116,55.412,6.1209,164.1447,7.5704
2003_131,2003-05-11,994.5581,32.4327,-157.9906,6.5539,42.7977,3.2426,-43.7452,6.5508,-23.3008,4.4305,-68.7907,5.7071,-45.4105,6.4777,-100.8989,6.6316,-94.2657,7.37,-8.5349,5.2543,6.2785,8.17,-16.6408,7.4926,134.0283,8.4463,-40.3742,7.2685,39.5859,4.7666,-21.6648,4.0198,23.8838,5.1976,31.168,3.695,-44.7016,3.4279,-82.6989,4.4617,335.5088,7.2671,456.7653,7.8185,299.9481,8.6633,149.7727,8.5851,69.7015,6.727,154.1369,8.32
2003_197,2003-07-16,811.1618,27.4931,-160.6556,5.5558,25.1039,2.7487,-85.248,5.5531,-18.8531,3.7557,-60.3837,4.8379,-40.1555,5.4912,-107.5278,5.6215,-72.3663,6.2475,-20.0962,4.454,-13.6326,6.9256,-10.408,6.3514,114.4236,7.1599,-62.9265,6.1615,40.0749,4.0407,-1.4928,3.4076,8.543,4.406,34.0528,3.1323,-52.4959,2.9058,-87.893,3.7822,336.2424,6.1603,424.9497,6.6277,304.8451,7.3438,135.2161,7.2776,31.0399,5.7024,150.8056,7.0529
2003_228,2003-08-16,882.1134,29.3174,-160.0279,5.9244,28.4265,2.9311,-67.2263,5.9216,-26.2088,4.0049,-59.5013,5.1589,-52.7831,5.8555,-77.2158,5.9946,-70.494,6.662,-12.611,4.7496,-23.4082,7.3852,-19.0133,6.7729,115.8567,7.635,-59.0334,6.5704,31.9,4.3088,-3.1568,3.6337,8.3512,4.6984,22.1404,3.3401,-40.6241,3.0987,-92.1417,4.0332,353.7113,6.5691,419.9865,7.0675,312.1962,7.8311,133.0448,7.7605,49.6618,6.0808,170.2836,7.5209
2003_258,2003-09-15,919.7443,28.9429,-145.562,5.8487,28.0807,2.8937,-61.0614,5.8459,-33.6874,3.9537,-71.8633,5.093,-48.8634,5.7807,-87.8631,5.918,-66.0461,6.5769,-8.7173,4.6889,-7.6483,7.2909,-19.2823,6.6864,122.0454,7.5374,-28.1666,6.4864,27.9606,4.2537,-10.6683,3.5873,10.0362,4.6384,22.4891,3.2974,-54.2712,3.0591,-91.1278,3.9816,333.8735,6.4852,446.8505,6.9772,284.2433,7.7311,164.82,7.6614,45.5674,6.0031,168.6063,7.4248
2003_289,2003-10-16,957.0136,29.4094,-139.6637,5.943,39.0414,2.9403,-54.3129,5.9401,-21.6406,4.0175,-84.4677,5.1751,-45.1739,5.8739,-95.2229,6.0134,-59.2132,6.683,-8.5602,4.7645,-11.9033,7.4084,-11.8445,6.7941,134.9416,7.6589,-55.4915,6.591,38.3687,4.3223,-7.4501,3.6451,10.3951,4.7131,26.0395,3.3506,-50.9495,3.1084,-91.2107,4.0458,341.9058,6.5897,431.1236,7.0897,286.9433,7.8557,163.1543,7.7849,45.5141,6.0999,176.6905,7.5445
2003_320,2003-11-16,868.9448,29.1707,-147.7006,5.8948,38.0136,2.9165,-73.4,5.8919,-19.9032,3.9849,-65.2483,5.1331,-26.0198,5.8262,-105.7814,5.9646,-60.2314,6.6287,-13.9936,4.7258,-21.0244,7.3483,-14.9184,6.739,116.2662,7.5968,-50.056,6.5375,38.7158,4.2872,2.1045,3.6155,8.6631,4.6749,26.4156,3.3234,-52.6885,3.0831,-98.0847,4.013,331.2415,6.5362,412.2464,7.0321,288.2078,7.7919,145.3226,7.7217,29.7074,6.0504,181.0905,7.4832
2003_350,2003-12-16,767.3233,28.1896,-148.931,5.6965,32.1447,2.8184,-87.1962,5.6938,-16.4726,3.8508,-57.4613,4.9604,-49.0497,5.6303,-91.3122,5.764,-68.1196,6.4058,-25.709,4.5669,-13.9609,7.1011,-24.6843,6.5123,103.0229,7.3413,-59.0767,6.3176,53.6394,4.143,6.6578,3.4939,5.7829,4.5176,19.8359,3.2116,-56.4892,2.9794,-106.1021,3.878,330.9289,6.3164,407.9306,6.7956,259.3202,7.5299,144.5744,7.4619,20.5872,5.8469,187.463,7.2315
2004_007,2004-01-07,618.1976,33.9019,-151.7117,6.8509,20.8024,3.3895,-87.7214,6.8475,-34.6335,4.6312,-59.4979,5.9656,-60.203,6.7712,-94.8913,6.932,-75.0169,7.7038,-36.1874,5.4923,-25.4677,8.5401,-21.9593,7.832,79.5182,8.8289,-72.8881,7.5978,44.0347,4.9826,12.2816,4.202,-1.0265,5.4331,11.1484,3.8624,-58.9685,3.5832,-106.7404,4.6639,333.693,7.5963,388.171,8.1727,280.8597,9.0557,147.8485,8.9741,1.7561,7.0317,184.9977,8.697
2004_047,2004-02-16,428.2202,28.49,-163.4426,5.7572,14.5373,2.8484,-84.2205,5.7544,-46.6998,3.8919,-76.6366,5.0133,-63.5155,5.6903,-110.9632,5.8254,-61.443,6.474,-24.1842,4.6156,-17.4246,7.1768,-34.6869,6.5817,78.7771,7.4195,-86.0612,6.385,27.4747,4.1872,-5.8164,3.5312,-7.6944,4.5658,-8.3228,3.2459,-52.873,3.0112,-109.5301,3.9194,304.5611,6.3837,406.9418,6.868,275.2038,7.6101,137.7255,7.5415,-5.3996,5.9092,141.9133,7.3086
2004_076,2004-03-16,632.564,28.8421,-150.6756,5.8284,25.1086,2.8836,-58.6679,5.8255,-48.9987,3.94,-67.1778,5.0752,-51.8229,5.7606,-99.4048,5.8974,-44.8246,6.554,-6.2402,4.6726,-25.5679,7.2655,-34.3306,6.6631,101.1529,7.5112,-88.6743,6.4639,31.1176,4.2389,-7.4001,3.5748,7.5058,4.6222,0.8054,3.286,-40.831,3.0484,-105.4514,3.9678,302.1289,6.4626,410.5994,6.9529,268.052,7.7042,138.4049,7.6347,17.0475,5.9822,160.7089,7.3989
2004_106,2004-04-15,460.1689,28.999,-169.74,5.8601,27.0164,2.8993,-92.4455,5.8572,-45.8312,3.9614,-78.1035,5.1028,-38.0687,5.7919,-106.3224,5.9295,-50.7322,6.5897,-14.1306,4.698,-27.9914,7.305,-36.3398,6.6993,72.4517,7.5521,-66.1979,6.499,34.5846,4.262,-14.0532,3.5943,-12.317,4.6474,1.7775,3.3038,-49.2966,3.065,-101.4719,3.9894,284.2965,6.4977,379.8621,6.9907,292.4262,7.7461,119.3111,7.6762,15.6816,6.0148,135.8032,7.4392
2004_137,2004-05-16,670.3159,32.6478,-142.0016,6.5974,30.5954,3.2641,-83.7404,6.5942,-23.0758,4.4598,-60.607,5.7449,-61.2431,6.5207,-77.2213,6.6756,-62.617,7.4188,-7.9708,5.2891,-24.791,8.2242,-26.604,7.5423,86.0305,8.5023,-54.0459,7.3168,49.596,4.7982,-12.7827,4.0465,-4.0711,5.2321,13.9786,3.7195,-52.5889,3.4507,-100.331,4.4913,297.9699,7.3153,375.3245,7.8703,278.7992,8.7207,134.7368,8.6421,33.9579,6.7716,163.0188,8.3752
2004_168,2004-06-16,738.3656,31.6992,-145.2415,6.4057,27.7136,3.1692,-82.7092,6.4026,-24.1662,4.3303,-70.9125,5.578,-51.5557,6.3313,-85.5221,6.4816,-63.9402,7.2033,-11.8705,5.1355,-21.6431,7.9852,-19.77,7.3231,96.4358,8.2553,-38.0965,7.1042,37.7103,4.6588,-0.5438,3.9289,9.896,5.0801,8.2345,3.6115,-32.407,3.3504,-91.3024,4.3608,301.5362,7.1028,387.1541,7.6416,304.9718,8.4673,134.3954,8.391,28.8954,6.5748,141.1034,8.1319
2004_198,2004-07-16,801.9878,31.8995,-132.4072,6.4462,23.4036,3.1893,-70.0431,6.4431,-39.7338,4.3576,-74.8708,5.6132,-46.7918,6.3712,-78.4925,6.5225,-59.2637,7.2488,-13.4149,5.1679,-22.9578,8.0356,-22.9714,7.3694,109.6636,8.3074,-32.5496,7.1491,35.7826,4.6883,-7.0165,3.9538,3.6383,5.1122,-0.961,3.6343,-34.2976,3.3716,-94.6139,4.3884,302.8184,7.1476,411.7843,7.6899,275.717,8.5208,158.871,8.444,54.505,6.6164,156.1897,8.1833
2004_229,2004-08-16,900.1056,34.5794,-128.1035,6.9878,31.7234,3.4572,-56.3806,6.9844,-39.8113,4.7237,-85.4117,6.0848,-52.7564,6.9065,-62.9723,7.0705,-72.314,7.8578,-12.9777,5.6021,9.0041,8.7107,-1.2716,7.9885,136.8779,9.0053,-25.7228,7.7497,26.3353,5.0821,-11.7515,4.2859,-1.6134,5.5417,5.883,3.9396,-41.4139,3.6548,-89.0908,4.7571,299.5188,7.7481,413.2285,8.336,259.1904,9.2367,159.5847,9.1534,82.31,7.1722,158.0409,8.8708
2004_260,2004-09-16,964.2306,49.8152,-114.8734,10.0666,40.7528,4.9805,-55.6915,10.0617,-33.0827,6.805,-83.3575,8.7658,-27.2516,9.9495,-96.0103,10.1858,-27.4229,11.3199,10.0614,8.0704,-28.0721,12.5487,34.3472,11.5083,162.5317,12.9731,-6.6881,11.1642,30.3076,7.3213,-16.7092,6.1743,-2.5033,7.9833,14.6984,5.6754,-44.597,5.2651,-90.3228,6.853,292.4048,11.162,378.2572,12.0088,255.8019,13.3064,155.4135,13.1864,70.9908,10.3323,145.2455,12.7792
2004_290,2004-10-16,1037.5346,32.2468,-111.2531,6.5164,58.2067,3.224,-57.0807,6.5132,-27.3182,4.4051,-76.2901,5.6744,-17.3171,6.4406,-95.0362,6.5936,-33.953,7.3277,1.8912,5.2242,-8.4169,8.1231,8.3146,7.4496,159.4841,8.3979,7.8005,7.2269,47.6172,4.7393,-5.4889,3.9968,11.2531,5.1678,23.883,3.6739,-50.868,3.4083,-79.0333,4.4362,268.0217,7.2255,383.8422,7.7737,240.4248,8.6136,137.5743,8.5359,81.0629,6.6884,170.214,8.2724
2004_320,2004-11-15,800.2197,31.3493,-124.7893,6.335,39.2056,3.1343,-86.1958,6.332,-45.4335,4.2825,-72.0105,5.5164,-48.8084,6.2614,-76.8667,6.41,-64.5799,7.1238,-18.3084,5.0788,-6.2191,7.8971,-4.2275,7.2423,124.7851,8.1641,-14.3594,7.0258,37.1359,4.6074,-5.1823,3.8856,2.2431,5.024,8.0727,3.5716,-42.1692,3.3134,-82.3848,4.3127,274.2344,7.0244,368.9984,7.5573,269.5139,8.3739,139.5638,8.2984,63.3702,6.5023,164.6313,8.0421
2004_351,2004-12-16,764.3065,29.8153,-112.943,6.025,30.8265,2.9809,-74.6967,6.0221,-50.7554,4.0729,-81.4436,5.2465,-56.3187,5.955,-83.2192,6.0964,-60.5046,6.7752,-27.5849,4.8303,-0.1581,7.5106,-9.0522,6.8879,126.0737,7.7646,-33.7474,6.682,35.2723,4.382,-4.0391,3.6954,-5.8344,4.7782,-3.3949,3.3968,-50.0482,3.1513,-92.2214,4.1017,273.5705,6.6807,396.6331,7.1875,233.5608,7.9641,168.5665,7.8923,70.994,6.1841,174.7706,7.6486
2005_016,2005-01-16,631.0033,27.215,-119.0904,5.4996,26.4924,2.7209,-70.6822,5.4969,-51.6213,3.7177,-98.9093,4.7889,-69.4248,5.4356,-87.5729,5.5647,-57.5968,6.1843,-25.8789,4.409,1.598,6.8556,-20.3608,6.2872,132.6563,7.0874,-34.06,6.0992,17.6548,3.9998,-3.6536,3.3731,-4.791,4.3614,-6.1318,3.1006,-46.3388,2.8764,-90.6912,3.7439,266.8627,6.098,383.6557,6.5606,247.3439,7.2695,152.549,7.204,51.1222,5.6447,137.8718,6.9815
2005_046,2005-02-15,497.625,29.5597,-123.8065,5.9734,26.484,2.9553,-82.4175,5.9705,-53.8312,4.038,-81.3633,5.2015,-75.0806,5.9039,-80.5082,6.0441,-54.6049,6.7171,-27.9203,4.7888,-15.1856,7.4462,-24.7699,6.8289,135.0385,7.6981,-50.3379,6.6247,14.0578,4.3444,-23.7223,3.6638,-11.4361,4.7372,-11.3267,3.3677,-47.3823,3.1243,-92.9711,4.0665,258.3988,6.6234,350.5298,7.1259,251.7679,7.8958,127.3912,7.8246,50.5358,6.1311,140.0855,7.583
2005_075,2005-03-16,435.4446,27.6491,-125.6966,5.5873,26.1464,2.7643,-96.5066,5.5846,-46.3465,3.777,-89.9945,4.8653,-58.3708,5.5223,-79.3938,5.6535,-50.8666,6.2829,-35.996,4.4793,-5.363,6.965,-25.1919,6.3875,120.4915,7.2005,-40.942,6.1965,31.1534,4.0636,-24.0302,3.427,-19.8392,4.431,-16.7586,3.15,-53.6532,2.9223,-99.6862,3.8037,239.4829,6.1953,326.2612,6.6653,250.8495,7.3855,117.879,7.3189,47.0431,5.7348,144.7734,7.0929
2005_106,2005-04-16,565.2897,27.1664,-102.5481,5.4897,31.6744,2.7161,-90.4117,5.4871,-37.4362,3.7111,-81.0971,4.7804,-53.9874,5.4259,-81.4438,5.5547,-43.1342,6.1732,-22.9479,4.4011,-3.333,6.8434,-25.8023,6.276,123.6606,7.0748,-37.5536,6.0883,37.8547,3.9926,-16.411,3.3671,-15.8937,4.3537,-9.5731,3.095,-55.9938,2.8713,-92.0187,3.7373,236.148,6.0871,339.2891,6.5489,237.3169,7.2566,115.7629,7.1911,64.7362,5.6347,148.4326,6.9691
2005_136,2005-05-16,633.59,26.7988,-90.0204,5.4155,34.8381,2.6793,-79.7988,5.4128,-28.8311,3.6608,-103.6037,4.7157,-46.1887,5.3525,-78.7563,5.4796,-44.8968,6.0897,-26.8463,4.3416,2.5515,6.7508,-14.5382,6.191,105.5205,6.9791,-38.9843,6.0059,36.4171,3.9386,-2.6799,3.3216,-13.977,4.2948,-3.7335,3.0532,-61.8155,2.8325,-76.0909,3.6867,234.264,6.0047,355.2425,6.4603,227.0634,7.1584,135.8842,7.0938,66.3159,5.5584,146.2541,6.8748
2005_167,2005-06-16,819.2771,26.7549,-79.0623,5.4066,33.3451,2.6749,-65.0933,5.404,-38.8657,3.6548,-98.4601,4.708,-44.0286,5.3437,-67.2444,5.4706,-32.0649,6.0797,-21.8792,4.3344,4.0388,6.7397,7.4853,6.1809,135.8065,6.9676,-39.5841,5.9961,41.5039,3.9322,-2.523,3.3161,-6.0919,4.2877,-0.6029,3.0482,-55.3058,2.8278,-69.1859,3.6806,259.7737,5.9949,367.0197,6.4497,197.514,7.1466,169.5317,7.0822,74.8218,5.5493,148.4286,6.8635
2005_197,2005-07-16,843.3563,26.9994,-85.0079,5.456,37.85,2.6994,-61.6925,5.4534,-40.7293,3.6882,-84.2958,4.751,-40.5642,5.3926,-57.8435,5.5206,-34.5868,6.1353,-8.3997,4.3741,11.0733,6.8013,0.7586,6.2374,147.3141,7.0313,-45.5233,6.0509,31.3279,3.9681,-7.189,3.3464,-5.6917,4.3269,4.035,3.076,-47.9607,2.8537,-70.4239,3.7143,268.8639,6.0497,365.6914,6.5087,200.6966,7.2119,151.8801,7.1469,80.752,5.6,133.0218,6.9262
2005_228,2005-08-16,739.5022,26.5882,-98.9413,5.3729,42.9568,2.6583,-65.0532,5.3703,-43.7665,3.6321,-73.3859,4.6786,-36.4366,5.3104,-51.4927,5.4365,-43.5487,6.0419,-10.2792,4.3075,-2.9103,6.6977,16.3082,6.1424,142.3629,6.9242,-41.1889,5.9587,34.136,3.9077,-15.4518,3.2955,-10.4771,4.261,-0.5271,3.0292,-43.9029,2.8102,-63.1819,3.6577,241.3137,5.9576,344.109,6.4096,220.4569,7.1021,118.9106,7.0381,62.5463,5.5148,116.946,6.8208
2005_258,2005-09-15,848.9138,26.7099,-107.9179,5.3975,40.5204,2.6704,-78.07,5.3949,-41.4776,3.6487,-66.5717,4.7,-35.0476,5.3347,-46.3555,5.4614,-38.9139,6.0695,-7.7299,4.3272,-6.3651,6.7284,31.4359,6.1705,134.9205,6.9559,-34.889,5.986,43.2747,3.9255,-5.5088,3.3105,-2.0646,4.2805,4.4166,3.043,-34.4694,2.8231,-65.8682,3.6745,277.9731,5.9848,334.3404,6.4389,247.7374,7.1346,130.2482,7.0703,58.8629,5.54,116.4331,6.852
2005_289,2005-10-16,936.9374,26.4374,-109.7952,5.3424,47.2115,2.6432,-74.6519,5.3398,-40.3819,3.6115,-73.207,4.6521,-44.96,5.2803,-50.8612,5.4057,-37.4481,6.0076,-17.1883,4.283,-6.3899,6.6597,24.9308,6.1075,153.5535,6.8849,-10.4726,5.9249,33.82,3.8855,-7.4436,3.2768,2.3784,4.2368,2.0948,3.012,-22.0665,2.7942,-62.7626,3.637,275.4999,5.9238,358.0908,6.3732,253.4128,7.0618,144.4176,6.9981,65.6748,5.4835,133.4812,6.782
2005_320,2005-11-16,969.3683,27.4121,-91.2867,5.5394,45.7596,2.7406,-65.3378,5.5367,-44.5655,3.7446,-94.0699,4.8236,-46.762,5.475,-53.234,5.605,-39.9483,6.2291,-11.9099,4.4409,4.2172,6.9052,9.5204,6.3327,166.7052,7.1388,-23.9097,6.1434,23.1199,4.0288,0.7744,3.3976,2.0995,4.393,-0.6612,3.123,-23.2451,2.8973,-66.0305,3.7711,276.6826,6.1422,384.3949,6.6082,234.3225,7.3222,166.8131,7.2561,90.0874,5.6856,125.8322,7.0321
2005_350,2005-12-16,888.5834,32.9865,-75.7037,6.6659,37.2178,3.298,-65.7667,6.6627,-49.3103,4.5061,-109.4335,5.8045,-50.5286,6.5884,-53.8701,6.7448,-17.1181,7.4958,-12.3253,5.344,-13.3831,8.3095,24.0396,7.6205,166.6185,8.5905,-19.8187,7.3927,20.5227,4.848,-2.2895,4.0885,-6.1519,5.2864,0.6966,3.7581,-32.2655,3.4865,-77.3872,4.5379,289.5546,7.3912,367.2937,7.952,211.3871,8.8112,161.4897,8.7317,85.3433,6.8419,109.772,8.4621
2006_016,2006-01-16,670.84,28.2607,-87.3071,5.7109,35.6035,2.8255,-83.1982,5.7081,-41.3784,3.8605,-109.5523,4.9729,-30.5203,5.6445,-74.6074,5.7785,-28.4615,6.4219,-17.4014,4.5784,-7.7854,7.119,3.3424,6.5288,135.3075,7.3598,-34.9163,6.3336,17.8165,4.1535,-9.5553,3.5027,-14.295,4.529,-4.0303,3.2197,-29.9472,2.987,-74.3208,3.8878,257.0833,6.3323,343.4423,6.8127,222.7517,7.5489,123.1121,7.4808,78.3315,5.8616,101.326,7.2498
2006_046,2006-02-15,516.3846,27.8084,-119.1194,5.6195,26.4778,2.7803,-116.4903,5.6168,-41.9398,3.7988,-88.778,4.8933,-44.2601,5.5542,-79.1244,5.686,-43.889,6.3192,-35.6502,4.5051,4.9955,7.0051,-18.2848,6.4243,119.5708,7.242,-27.7799,6.2322,26.0467,4.087,-17.1706,3.4467,-15.0497,4.4566,-6.5452,3.1682,-27.1637,2.9392,-77.1605,3.8256,239.9912,6.231,332.331,6.7037,233.4493,7.4281,104.9452,7.3611,83.4025,5.7678,103.5803,7.1338
2006_075,2006-03-16,618.1774,27.9322,-108.6,5.6445,22.851,2.7926,-68.6061,5.6418,-48.5073,3.8157,-67.9248,4.9151,-56.9359,5.5789,-65.6,5.7113,-44.5665,6.3473,-35.41,4.5252,-10.6823,7.0363,-4.6001,6.4529,121.9282,7.2742,-13.8164,6.2599,19.4278,4.1052,-14.3908,3.462,-12.4203,4.4764,-4.6947,3.1823,-23.9196,2.9522,-71.3622,3.8426,242.6393,6.2587,308.5463,6.7336,245.4258,7.4611,115.0405,7.3938,82.8768,5.7935,111.4787,7.1655
2006_106,2006-04-16,657.8132,27.0928,-68.4591,5.4749,29.246,2.7087,-47.2453,5.4722,-43.7092,3.701,-95.8941,4.7674,-59.5819,5.4112,-73.2349,5.5397,-44.4262,6.1565,-14.6947,4.3892,-25.9247,6.8248,-2.3055,6.259,97.8138,7.0556,-0.3649,6.0718,10.6815,3.9818,-1.5577,3.358,-15.2976,4.3419,-3.7904,3.0867,-36.9824,2.8635,-72.3014,3.7271,235.8202,6.0706,330.9738,6.5312,214.8792,7.2369,137.8603,7.1716,102.4031,5.6194,103.9055,6.9502
2006_136,2006-05-16,780.5171,26.5598,-51.2465,5.3672,43.2084,2.6554,-23.3673,5.3646,-31.2866,3.6282,-104.604,4.6736,-56.5927,5.3048,-63.6273,5.4307,-49.2577,6.0354,2.8266,4.3028,-15.136,6.6905,4.222,6.1358,116.8596,6.9168,11.9017,5.9524,10.0663,3.9035,-8.2459,3.2919,-12.4798,4.2564,1.0081,3.0259,-34.9162,2.8072,-61.6167,3.6538,222.4569,5.9512,337.9417,6.4027,204.3144,7.0945,129.6782,7.0305,112.4143,5.5089,95.9957,6.8135
